AGIC SortID,Taxable Year,AGIC,County,All Returns,All Joint Returns,All Taxable Returns,Dependents On Returns,Adjusted Gross Income,Tax Assessed
21,2005,"150,000 to 199,999",Los Angeles,80219,62540,79755,78295,"13,746,307,000","712,692,000"
22,2005,"200,000 to 299,999",Los Angeles,57462,44573,57129,54400,"13,815,929,000","838,382,000"
23,2005,"300,000 to 399,999",Los Angeles,22208,16977,22071,20511,"7,632,722,000","524,285,000"
24,2005,"400,000 to 499,999",Los Angeles,11697,8898,11637,10841,"5,207,249,000","380,773,000"
25,2005,"500,000 to 999,999",Los Angeles,19590,14956,19448,18312,"13,399,648,000","1,035,480,000"
26,2005,"1,000,000 and over",Los Angeles,13683,10370,13625,13212,"50,091,338,000","4,385,161,000"
1,2005,Zero and Deficit,Madera,545,284,,297,"-33,696,000","2,000"
2,2005,"1 to 2,999",Madera,1398,207,73,489,"2,283,000","1,000"
3,2005,"3,000 to 5,999",Madera,2117,289,502,1018,"9,702,000","9,000"
4,2005,"6,000 to 8,999",Madera,2454,392,405,1604,"18,421,000","18,000"
5,2005,"9,000 to 11,999",Madera,2703,508,481,2192,"28,443,000","22,000"
6,2005,"12,000 to 14,999",Madera,2669,589,806,2283,"36,027,000","50,000"
7,2005,"15,000 to 17,999",Madera,2690,758,886,2566,"44,387,000","79,000"
8,2005,"18,000 to 20,999",Madera,2569,852,865,2679,"50,103,000","137,000"
9,2005,"21,000 to 23,999",Madera,2231,869,774,2366,"50,160,000","177,000"
10,2005,"24,000 to 26,999",Madera,2045,889,734,2301,"52,128,000","226,000"
11,2005,"27,000 to 29,999",Madera,1897,885,693,2291,"53,979,000","261,000"
12,2005,"30,000 to 34,999",Madera,2723,1443,1295,3135,"88,356,000","548,000"
13,2005,"35,000 to 39,999",Madera,2167,1244,1236,2310,"81,109,000","656,000"
14,2005,"40,000 to 49,999",Madera,3574,2278,2465,4073,"159,976,000","1,728,000"
15,2005,"50,000 to 59,999",Madera,2683,1915,2274,2980,"146,969,000","2,068,000"
16,2005,"60,000 to 69,999",Madera,2128,1673,1985,2445,"137,850,000","2,530,000"
17,2005,"70,000 to 79,999",Madera,1634,1353,1571,1841,"122,171,000","2,801,000"
18,2005,"80,000 to 89,999",Madera,1286,1094,1263,1395,"108,966,000","2,988,000"
19,2005,"90,000 to 99,999",Madera,1003,883,993,1064,"95,148,000","3,025,000"
20,2005,"100,000 to 149,999",Madera,2059,1861,2050,2011,"245,710,000","10,218,000"
21,2005,"150,000 to 199,999",Madera,567,502,566,533,"96,731,000","5,385,000"
22,2005,"200,000 to 299,999",Madera,330,281,325,317,"78,952,000","5,000,000"
23,2005,"300,000 to 399,999",Madera,123,102,122,68,"42,359,000","3,098,000"
24,2005,"400,000 to 499,999",Madera,63,55,63,62,"28,480,000","2,177,000"
25,2005,"500,000 to 999,999",Madera,100,86,100,74,"70,625,000","5,748,000"
26,2005,"1,000,000 and over",Madera,54,45,,33,"160,486,000","14,447,000"
1,2005,Zero and Deficit,Marin,3039,689,57,883,"-310,621,000","90,000"
2,2005,"1 to 2,999",Marin,5291,215,1152,329,"7,836,000","18,000"
3,2005,"3,000 to 5,999",Marin,4751,224,1650,409,"21,181,000","64,000"
4,2005,"6,000 to 8,999",Marin,3902,264,979,570,"29,167,000","74,000"
5,2005,"9,000 to 11,999",Marin,3692,380,855,819,"38,737,000","71,000"
6,2005,"12,000 to 14,999",Marin,3509,417,1353,938,"47,281,000","110,000"
7,2005,"15,000 to 17,999",Marin,3560,512,1985,1108,"58,707,000","212,000"
8,2005,"18,000 to 20,999",Marin,3377,584,1951,1141,"65,759,000","313,000"
9,2005,"21,000 to 23,999",Marin,3274,615,1972,1151,"73,669,000","497,000"
10,2005,"24,000 to 26,999",Marin,3176,667,1955,1292,"81,009,000","683,000"
11,2005,"27,000 to 29,999",Marin,3141,754,1969,1249,"89,515,000","891,000"
12,2005,"30,000 to 34,999",Marin,4955,1235,3407,2054,"160,789,000","2,035,000"
13,2005,"35,000 to 39,999",Marin,4617,1177,3542,1783,"172,987,000","2,848,000"
14,2005,"40,000 to 49,999",Marin,8241,2468,6829,3451,"369,517,000","7,433,000"
15,2005,"50,000 to 59,999",Marin,6723,2334,5956,2571,"369,123,000","9,469,000"
16,2005,"60,000 to 69,999",Marin,5708,2386,5268,2480,"370,094,000","10,621,000"
17,2005,"70,000 to 79,999",Marin,4924,2423,4644,2470,"368,347,000","11,407,000"
18,2005,"80,000 to 89,999",Marin,4008,2189,3885,2199,"340,111,000","11,345,000"
19,2005,"90,000 to 99,999",Marin,3590,2133,3510,2181,"340,484,000","12,076,000"
20,2005,"100,000 to 149,999",Marin,11802,8226,11658,8802,"1,442,527,000","60,216,000"
21,2005,"150,000 to 199,999",Marin,6251,4900,6212,5335,"1,076,849,000","54,907,000"
22,2005,"200,000 to 299,999",Marin,5643,4583,5616,5337,"1,366,183,000","81,065,000"
23,2005,"300,000 to 399,999",Marin,2545,2087,2532,2559,"872,824,000","59,085,000"
24,2005,"400,000 to 499,999",Marin,1374,1112,1369,1420,"611,868,000","44,121,000"
25,2005,"500,000 to 999,999",Marin,2422,1989,2409,2609,"1,656,172,000","127,158,000"
26,2005,"1,000,000 and over",Marin,1649,1354,1647,1890,"5,493,441,000","502,670,000"
1,2005,Zero and Deficit,Mariposa,103,51,0,22,"-2,603,000",0
2,2005,"1 to 2,999",Mariposa,244,37,12,42,"381,000",0
3,2005,"3,000 to 5,999",Mariposa,290,39,71,57,"1,287,000","1,000"
4,2005,"6,000 to 8,999",Mariposa,319,45,53,77,"2,393,000","3,000"
5,2005,"9,000 to 11,999",Mariposa,365,81,60,101,"3,845,000","3,000"
6,2005,"12,000 to 14,999",Mariposa,347,78,136,103,"4,686,000","8,000"
7,2005,"15,000 to 17,999",Mariposa,371,100,200,129,"6,121,000","16,000"
8,2005,"18,000 to 20,999",Mariposa,373,98,215,116,"7,274,000","35,000"
9,2005,"21,000 to 23,999",Mariposa,325,100,191,121,"7,299,000","49,000"
10,2005,"24,000 to 26,999",Mariposa,316,113,194,98,"8,036,000","63,000"
11,2005,"27,000 to 29,999",Mariposa,306,122,171,170,"8,711,000","70,000"
12,2005,"30,000 to 34,999",Mariposa,390,179,255,199,"12,665,000","139,000"
13,2005,"35,000 to 39,999",Mariposa,350,175,258,210,"13,097,000","164,000"
14,2005,"40,000 to 49,999",Mariposa,595,357,503,371,"26,673,000","401,000"
15,2005,"50,000 to 59,999",Mariposa,460,330,426,272,"25,155,000","462,000"
16,2005,"60,000 to 69,999",Mariposa,330,275,320,268,"21,380,000","439,000"
17,2005,"70,000 to 79,999",Mariposa,285,240,280,235,"21,289,000","538,000"
18,2005,"80,000 to 89,999",Mariposa,213,183,212,211,"18,092,000","530,000"
19,2005,"90,000 to 99,999",Mariposa,138,124,138,122,"12,992,000","414,000"
20,2005,"100,000 to 149,999",Mariposa,308,270,305,261,"36,455,000","1,558,000"
21,2005,"150,000 to 199,999",Mariposa,96,83,96,70,"16,553,000","940,000"
22,2005,"200,000 to 299,999",Mariposa,60,50,59,22,"14,265,000","953,000"
23,2005,"300,000 to 399,999",Mariposa,15,13,15,,"4,982,000","369,000"
24,2005,"400,000 to 499,999",Mariposa,,11,,,"5,325,000","409,000"
25,2005,"500,000 to 999,999",Mariposa,16,,16,,"11,272,000","961,000"
26,2005,"1,000,000 and over",Mariposa,,,,,"7,043,000","643,000"
1,2005,Zero and Deficit,Mendocino,682,262,12,214,"-41,601,000","3,000"
2,2005,"1 to 2,999",Mendocino,1471,165,110,369,"2,269,000","1,000"
3,2005,"3,000 to 5,999",Mendocino,1734,202,409,479,"7,849,000","10,000"
4,2005,"6,000 to 8,999",Mendocino,1944,267,287,762,"14,571,000","14,000"
5,2005,"9,000 to 11,999",Mendocino,1956,321,355,926,"20,559,000","17,000"
6,2005,"12,000 to 14,999",Mendocino,1871,410,580,1101,"25,283,000","30,000"
7,2005,"15,000 to 17,999",Mendocino,1943,481,875,1166,"32,092,000","71,000"
8,2005,"18,000 to 20,999",Mendocino,1842,486,836,1278,"35,874,000","123,000"
9,2005,"21,000 to 23,999",Mendocino,1798,545,863,1342,"40,440,000","208,000"
10,2005,"24,000 to 26,999",Mendocino,1594,565,782,1143,"40,611,000","248,000"
11,2005,"27,000 to 29,999",Mendocino,1520,586,785,1165,"43,284,000","320,000"
12,2005,"30,000 to 34,999",Mendocino,2224,911,1325,1750,"72,067,000","689,000"
13,2005,"35,000 to 39,999",Mendocino,1860,882,1251,1422,"69,609,000","771,000"
14,2005,"40,000 to 49,999",Mendocino,2880,1580,2266,2304,"128,911,000","1,830,000"
15,2005,"50,000 to 59,999",Mendocino,2067,1411,1863,1660,"113,218,000","2,016,000"
16,2005,"60,000 to 69,999",Mendocino,1608,1182,1544,1323,"104,288,000","2,258,000"
17,2005,"70,000 to 79,999",Mendocino,1138,894,1106,918,"85,031,000","2,179,000"
18,2005,"80,000 to 89,999",Mendocino,873,722,862,751,"74,066,000","2,225,000"
19,2005,"90,000 to 99,999",Mendocino,656,546,649,577,"62,198,000","2,048,000"
20,2005,"100,000 to 149,999",Mendocino,1440,1200,1434,1063,"172,145,000","7,437,000"
21,2005,"150,000 to 199,999",Mendocino,445,368,445,311,"76,008,000","4,250,000"
22,2005,"200,000 to 299,999",Mendocino,339,272,337,198,"81,700,000","5,321,000"
23,2005,"300,000 to 399,999",Mendocino,115,81,114,43,"39,888,000","2,901,000"
24,2005,"400,000 to 499,999",Mendocino,46,35,45,28,"20,559,000","1,511,000"
25,2005,"500,000 to 999,999",Mendocino,86,59,86,45,"59,312,000","4,806,000"
26,2005,"1,000,000 and over",Mendocino,35,25,35,13,"57,986,000","4,695,000"
1,2005,Zero and Deficit,Merced,762,380,16,422,"-43,308,000","4,000"
2,2005,"1 to 2,999",Merced,2669,290,115,1081,"4,424,000","2,000"
3,2005,"3,000 to 5,999",Merced,3968,471,909,2000,"18,127,000","17,000"
4,2005,"6,000 to 8,999",Merced,4475,606,708,2804,"33,590,000","32,000"
5,2005,"9,000 to 11,999",Merced,4801,853,796,3926,"50,349,000","39,000"
6,2005,"12,000 to 14,999",Merced,4675,1013,1310,4195,"63,068,000","82,000"
7,2005,"15,000 to 17,999",Merced,4662,1183,1640,4727,"76,861,000","144,000"
8,2005,"18,000 to 20,999",Merced,4669,1456,1544,5085,"91,003,000","239,000"
9,2005,"21,000 to 23,999",Merced,4352,1568,1436,5249,"97,796,000","337,000"
10,2005,"24,000 to 26,999",Merced,3770,1522,1289,4712,"96,208,000","406,000"
11,2005,"27,000 to 29,999",Merced,3412,1422,1312,4343,"97,173,000","520,000"
12,2005,"30,000 to 34,999",Merced,5087,2429,2178,6566,"164,818,000","1,025,000"
13,2005,"35,000 to 39,999",Merced,4150,2174,2162,5233,"155,386,000","1,250,000"
14,2005,"40,000 to 49,999",Merced,6659,4025,4165,8997,"297,750,000","2,978,000"
15,2005,"50,000 to 59,999",Merced,4977,3463,3891,6811,"272,397,000","3,613,000"
16,2005,"60,000 to 69,999",Merced,3702,2827,3276,4874,"239,667,000","4,192,000"
17,2005,"70,000 to 79,999",Merced,2662,2194,2508,3582,"198,767,000","4,254,000"
18,2005,"80,000 to 89,999",Merced,1982,1708,1944,2555,"167,924,000","4,296,000"
19,2005,"90,000 to 99,999",Merced,1431,1246,1417,1769,"135,763,000","4,164,000"
20,2005,"100,000 to 149,999",Merced,2907,2618,2898,3542,"345,448,000","13,835,000"
21,2005,"150,000 to 199,999",Merced,762,676,756,874,"129,885,000","7,118,000"
22,2005,"200,000 to 299,999",Merced,516,443,512,527,"123,615,000","7,926,000"
23,2005,"300,000 to 399,999",Merced,191,166,190,185,"65,534,000","4,823,000"
24,2005,"400,000 to 499,999",Merced,98,81,97,91,"43,713,000","3,380,000"
25,2005,"500,000 to 999,999",Merced,153,124,152,109,"106,223,000","8,659,000"
26,2005,"1,000,000 and over",Merced,86,72,85,64,"269,205,000","24,409,000"
1,2005,Zero and Deficit,Modoc,83,46,0,17,"-3,498,000",0
2,2005,"1 to 2,999",Modoc,136,24,,34,"206,000",0
3,2005,"3,000 to 5,999",Modoc,162,25,38,33,"716,000","1,000"
4,2005,"6,000 to 8,999",Modoc,164,39,28,45,"1,213,000","1,000"
5,2005,"9,000 to 11,999",Modoc,149,39,25,45,"1,560,000","1,000"
6,2005,"12,000 to 14,999",Modoc,191,59,54,79,"2,578,000","3,000"
7,2005,"15,000 to 17,999",Modoc,180,66,71,90,"2,955,000","6,000"
8,2005,"18,000 to 20,999",Modoc,156,67,58,95,"3,030,000","9,000"
9,2005,"21,000 to 23,999",Modoc,148,66,80,74,"3,342,000","17,000"
10,2005,"24,000 to 26,999",Modoc,115,50,60,56,"2,941,000","17,000"
11,2005,"27,000 to 29,999",Modoc,97,59,51,44,"2,774,000","15,000"
12,2005,"30,000 to 34,999",Modoc,183,107,124,109,"5,924,000","47,000"
13,2005,"35,000 to 39,999",Modoc,154,90,116,112,"5,815,000","62,000"
14,2005,"40,000 to 49,999",Modoc,258,169,225,160,"11,576,000","186,000"
15,2005,"50,000 to 59,999",Modoc,214,155,206,167,"11,682,000","218,000"
16,2005,"60,000 to 69,999",Modoc,127,100,125,87,"8,155,000","199,000"
17,2005,"70,000 to 79,999",Modoc,107,86,106,84,"7,988,000","238,000"
18,2005,"80,000 to 89,999",Modoc,95,82,94,73,"8,087,000","267,000"
19,2005,"90,000 to 99,999",Modoc,58,52,57,34,"5,483,000","201,000"
20,2005,"100,000 to 149,999",Modoc,94,87,94,87,"11,050,000","520,000"
21,2005,"150,000 to 199,999",Modoc,24,22,24,11,"4,068,000","232,000"
22,2005,"200,000 to 299,999",Modoc,10,10,10,10,"2,484,000","167,000"
23,2005,"300,000 to 399,999",Modoc,,,,,"1,280,000","98,000"
24,2005,"400,000 to 499,999",Modoc,,,,0,"840,000","71,000"
25,2005,"500,000 to 999,999",Modoc,,,,,"1,240,000","104,000"
26,2005,"1,000,000 and over",Modoc,,,,,"4,064,000","359,000"
1,2005,Zero and Deficit,Mono,99,31,,39,"-2,550,000","1,000"
2,2005,"1 to 2,999",Mono,165,,11,21,"264,000",0
3,2005,"3,000 to 5,999",Mono,191,17,61,37,"891,000","1,000"
4,2005,"6,000 to 8,999",Mono,242,25,41,73,"1,836,000","2,000"
5,2005,"9,000 to 11,999",Mono,227,20,55,48,"2,380,000","3,000"
6,2005,"12,000 to 14,999",Mono,258,30,120,81,"3,478,000","7,000"
7,2005,"15,000 to 17,999",Mono,265,22,164,104,"4,349,000","13,000"
8,2005,"18,000 to 20,999",Mono,265,45,162,145,"5,156,000","25,000"
9,2005,"21,000 to 23,999",Mono,246,47,150,129,"5,534,000","38,000"
10,2005,"24,000 to 26,999",Mono,261,64,154,148,"6,669,000","53,000"
11,2005,"27,000 to 29,999",Mono,203,59,120,118,"5,778,000","52,000"
12,2005,"30,000 to 34,999",Mono,322,93,201,222,"10,480,000","124,000"
13,2005,"35,000 to 39,999",Mono,248,85,177,171,"9,322,000","127,000"
14,2005,"40,000 to 49,999",Mono,420,192,336,280,"18,769,000","321,000"
15,2005,"50,000 to 59,999",Mono,336,179,298,246,"18,369,000","372,000"
16,2005,"60,000 to 69,999",Mono,240,149,229,152,"15,528,000","383,000"
17,2005,"70,000 to 79,999",Mono,185,140,174,138,"13,788,000","354,000"
18,2005,"80,000 to 89,999",Mono,161,127,158,119,"13,648,000","391,000"
19,2005,"90,000 to 99,999",Mono,102,87,101,79,"9,689,000","299,000"
20,2005,"100,000 to 149,999",Mono,259,223,258,208,"31,169,000","1,230,000"
21,2005,"150,000 to 199,999",Mono,118,97,117,85,"20,203,000","1,019,000"
22,2005,"200,000 to 299,999",Mono,70,57,70,45,"16,671,000","1,026,000"
23,2005,"300,000 to 399,999",Mono,33,29,33,26,"11,289,000","798,000"
24,2005,"400,000 to 499,999",Mono,20,17,20,11,"8,807,000","645,000"
25,2005,"500,000 to 999,999",Mono,26,22,26,19,"16,816,000","1,393,000"
26,2005,"1,000,000 and over",Mono,10,,,10,"80,790,000","8,041,000"
1,2005,Zero and Deficit,Monterey,1906,675,34,761,"-118,165,000","14,000"
2,2005,"1 to 2,999",Monterey,4205,386,408,1021,"6,575,000","7,000"
3,2005,"3,000 to 5,999",Monterey,6006,532,1682,2194,"27,279,000","34,000"
4,2005,"6,000 to 8,999",Monterey,7023,771,1227,4239,"53,064,000","55,000"
5,2005,"9,000 to 11,999",Monterey,8007,1189,1236,7153,"84,089,000","65,000"
6,2005,"12,000 to 14,999",Monterey,8359,1474,2170,8414,"112,741,000","130,000"
7,2005,"15,000 to 17,999",Monterey,8101,1750,2853,8594,"133,672,000","255,000"
8,2005,"18,000 to 20,999",Monterey,7548,1959,2688,8188,"147,022,000","410,000"
9,2005,"21,000 to 23,999",Monterey,6873,1947,2666,7473,"154,478,000","642,000"
10,2005,"24,000 to 26,999",Monterey,6475,2128,2624,7230,"164,944,000","846,000"
11,2005,"27,000 to 29,999",Monterey,5979,2030,2619,6464,"170,263,000","1,121,000"
12,2005,"30,000 to 34,999",Monterey,8960,3311,4423,9759,"290,622,000","2,493,000"
13,2005,"35,000 to 39,999",Monterey,7743,3143,4458,8089,"289,899,000","3,095,000"
14,2005,"40,000 to 49,999",Monterey,12881,5898,8811,13390,"576,561,000","8,065,000"
15,2005,"50,000 to 59,999",Monterey,8958,4755,7186,8957,"490,792,000","8,849,000"
16,2005,"60,000 to 69,999",Monterey,7017,4371,6161,6934,"454,880,000","9,790,000"
17,2005,"70,000 to 79,999",Monterey,5371,3678,5010,5160,"401,609,000","9,942,000"
18,2005,"80,000 to 89,999",Monterey,4147,3002,3970,3994,"351,457,000","9,801,000"
19,2005,"90,000 to 99,999",Monterey,3338,2565,3264,3233,"316,267,000","9,685,000"
20,2005,"100,000 to 149,999",Monterey,8618,7056,8538,8206,"1,037,905,000","40,414,000"
21,2005,"150,000 to 199,999",Monterey,3144,2621,3124,2819,"538,760,000","27,485,000"
22,2005,"200,000 to 299,999",Monterey,2077,1687,2066,1655,"499,641,000","29,853,000"
23,2005,"300,000 to 399,999",Monterey,780,634,776,590,"268,472,000","18,459,000"
24,2005,"400,000 to 499,999",Monterey,440,358,438,313,"196,860,000","14,604,000"
25,2005,"500,000 to 999,999",Monterey,735,590,734,474,"498,842,000","39,011,000"
26,2005,"1,000,000 and over",Monterey,401,318,400,233,"1,457,016,000","121,489,000"
1,2005,Zero and Deficit,Napa,807,297,17,306,"-85,386,000","16,000"
2,2005,"1 to 2,999",Napa,1458,110,183,223,"2,159,000","3,000"
3,2005,"3,000 to 5,999",Napa,1768,124,654,291,"8,049,000","15,000"
4,2005,"6,000 to 8,999",Napa,1852,184,428,486,"13,903,000","23,000"
5,2005,"9,000 to 11,999",Napa,1931,237,511,627,"20,260,000","30,000"
6,2005,"12,000 to 14,999",Napa,2005,319,753,823,"27,077,000","58,000"
7,2005,"15,000 to 17,999",Napa,1979,373,1001,1037,"32,672,000","89,000"
8,2005,"18,000 to 20,999",Napa,2137,476,1083,1301,"41,756,000","166,000"
9,2005,"21,000 to 23,999",Napa,2129,600,1022,1579,"47,833,000","252,000"
10,2005,"24,000 to 26,999",Napa,2130,634,1090,1617,"54,303,000","369,000"
11,2005,"27,000 to 29,999",Napa,1990,651,1034,1525,"56,660,000","446,000"
12,2005,"30,000 to 34,999",Napa,3055,1036,1860,2301,"99,129,000","1,059,000"
13,2005,"35,000 to 39,999",Napa,2755,1101,1820,2129,"103,272,000","1,307,000"
14,2005,"40,000 to 49,999",Napa,4465,1951,3400,3437,"199,697,000","3,217,000"
15,2005,"50,000 to 59,999",Napa,3207,1699,2694,2732,"175,694,000","3,411,000"
16,2005,"60,000 to 69,999",Napa,2659,1611,2461,2234,"172,161,000","4,037,000"
17,2005,"70,000 to 79,999",Napa,2097,1423,2005,1779,"157,068,000","4,097,000"
18,2005,"80,000 to 89,999",Napa,1721,1277,1677,1479,"146,064,000","4,150,000"
19,2005,"90,000 to 99,999",Napa,1384,1072,1354,1145,"131,241,000","4,257,000"
20,2005,"100,000 to 149,999",Napa,3851,3198,3814,3338,"465,689,000","18,623,000"
21,2005,"150,000 to 199,999",Napa,1521,1293,1514,1349,"261,492,000","13,327,000"
22,2005,"200,000 to 299,999",Napa,1058,862,1048,874,"255,600,000","15,405,000"
23,2005,"300,000 to 399,999",Napa,442,387,436,389,"152,324,000","10,232,000"
24,2005,"400,000 to 499,999",Napa,267,228,264,206,"118,588,000","8,533,000"
25,2005,"500,000 to 999,999",Napa,374,309,373,251,"255,335,000","19,966,000"
26,2005,"1,000,000 and over",Napa,247,196,244,156,"683,827,000","58,533,000"
1,2005,Zero and Deficit,Nevada,890,338,26,291,"-26,178,000","7,000"
2,2005,"1 to 2,999",Nevada,1526,189,180,168,"2,247,000","4,000"
3,2005,"3,000 to 5,999",Nevada,1620,174,497,224,"7,361,000","10,000"
4,2005,"6,000 to 8,999",Nevada,1800,251,361,351,"13,419,000","16,000"
5,2005,"9,000 to 11,999",Nevada,1791,280,379,412,"18,776,000","20,000"
6,2005,"12,000 to 14,999",Nevada,1759,326,646,509,"23,750,000","41,000"
7,2005,"15,000 to 17,999",Nevada,1794,402,922,564,"29,670,000","78,000"
8,2005,"18,000 to 20,999",Nevada,1787,447,897,679,"34,789,000","137,000"
9,2005,"21,000 to 23,999",Nevada,1597,492,848,630,"35,987,000","198,000"
10,2005,"24,000 to 26,999",Nevada,1588,533,863,671,"40,484,000","280,000"
11,2005,"27,000 to 29,999",Nevada,1484,554,841,631,"42,251,000","342,000"
12,2005,"30,000 to 34,999",Nevada,2238,909,1458,1013,"72,568,000","720,000"
13,2005,"35,000 to 39,999",Nevada,1938,924,1361,971,"72,641,000","820,000"
14,2005,"40,000 to 49,999",Nevada,3597,1922,2879,2021,"161,024,000","2,251,000"
15,2005,"50,000 to 59,999",Nevada,2843,1810,2538,1766,"155,829,000","2,690,000"
16,2005,"60,000 to 69,999",Nevada,2292,1622,2164,1523,"148,450,000","3,105,000"
17,2005,"70,000 to 79,999",Nevada,1872,1452,1820,1389,"139,886,000","3,388,000"
18,2005,"80,000 to 89,999",Nevada,1516,1258,1490,1164,"128,631,000","3,498,000"
19,2005,"90,000 to 99,999",Nevada,1173,978,1160,923,"111,217,000","3,533,000"
20,2005,"100,000 to 149,999",Nevada,2926,2523,2913,2421,"351,084,000","14,193,000"
21,2005,"150,000 to 199,999",Nevada,1008,855,1003,855,"172,427,000","9,021,000"
22,2005,"200,000 to 299,999",Nevada,676,580,675,540,"161,869,000","10,214,000"
23,2005,"300,000 to 399,999",Nevada,287,227,286,216,"99,376,000","7,046,000"
24,2005,"400,000 to 499,999",Nevada,143,121,143,127,"63,398,000","4,726,000"
25,2005,"500,000 to 999,999",Nevada,181,155,180,141,"119,984,000","9,573,000"
26,2005,"1,000,000 and over",Nevada,73,62,73,48,"140,986,000","12,670,000"
1,2005,Zero and Deficit,Nonresident,9541,4848,123,5517,"-3,549,012,000","698,000"
2,2005,"1 to 2,999",Nonresident,16441,3853,861,4588,"15,462,000","1,081,000"
3,2005,"3,000 to 5,999",Nonresident,13679,1981,3238,2919,"62,237,000","137,000"
4,2005,"6,000 to 8,999",Nonresident,15254,2274,3009,3838,"114,596,000","241,000"
5,2005,"9,000 to 11,999",Nonresident,16069,2898,4400,5115,"168,850,000","244,000"
6,2005,"12,000 to 14,999",Nonresident,16338,3336,8095,5836,"220,724,000","464,000"
7,2005,"15,000 to 17,999",Nonresident,16921,4010,8754,6386,"279,281,000","719,000"
8,2005,"18,000 to 20,999",Nonresident,15961,4388,7967,6659,"311,127,000","1,054,000"
9,2005,"21,000 to 23,999",Nonresident,15062,4816,7838,6897,"338,840,000","1,339,000"
10,2005,"24,000 to 26,999",Nonresident,13861,4891,7399,6968,"353,275,000","1,600,000"
11,2005,"27,000 to 29,999",Nonresident,13263,5099,7219,6893,"377,988,000","1,956,000"
12,2005,"30,000 to 34,999",Nonresident,20409,8552,11807,11320,"662,190,000","3,966,000"
13,2005,"35,000 to 39,999",Nonresident,18789,8619,11821,10696,"703,519,000","4,727,000"
14,2005,"40,000 to 49,999",Nonresident,34175,16718,23602,19971,"1,533,001,000","12,230,000"
15,2005,"50,000 to 59,999",Nonresident,29639,15866,22621,18204,"1,626,078,000","15,306,000"
16,2005,"60,000 to 69,999",Nonresident,24833,14470,19796,15922,"1,610,111,000","17,443,000"
17,2005,"70,000 to 79,999",Nonresident,21050,13343,17145,14024,"1,575,605,000","18,453,000"
18,2005,"80,000 to 89,999",Nonresident,17569,11882,14515,12339,"1,490,984,000","18,751,000"
19,2005,"90,000 to 99,999",Nonresident,14916,10520,12365,10858,"1,414,690,000","18,926,000"
20,2005,"100,000 to 149,999",Nonresident,48202,35770,40460,36641,"5,881,657,000","92,153,000"
21,2005,"150,000 to 199,999",Nonresident,25288,19565,20937,20938,"4,369,333,000","75,845,000"
22,2005,"200,000 to 299,999",Nonresident,26315,20427,21922,22902,"6,420,559,000","113,353,000"
23,2005,"300,000 to 399,999",Nonresident,14723,11462,12272,13560,"5,094,956,000","85,689,000"
24,2005,"400,000 to 499,999",Nonresident,9964,8043,8474,9907,"4,457,143,000","68,032,000"
25,2005,"500,000 to 999,999",Nonresident,24361,19820,21063,25656,"17,149,616,000","219,599,000"
26,2005,"1,000,000 and over",Nonresident,29961,24281,25353,30976,"85,769,552,000","999,696,000"
1,2005,Zero and Deficit,Orange,15595,4720,318,5651,"-1,011,105,000","1,426,000"
2,2005,"1 to 2,999",Orange,43511,3401,4297,5536,"65,991,000","74,000"
3,2005,"3,000 to 5,999",Orange,49711,4233,16904,9533,"224,123,000","339,000"
4,2005,"6,000 to 8,999",Orange,52905,5774,12130,17136,"397,636,000","590,000"
5,2005,"9,000 to 11,999",Orange,53094,7401,13052,25196,"558,053,000","779,000"
6,2005,"12,000 to 14,999",Orange,55512,9573,20220,34605,"750,159,000","1,391,000"
7,2005,"15,000 to 17,999",Orange,56763,11463,25640,40501,"936,142,000","2,396,000"
8,2005,"18,000 to 20,999",Orange,54618,12787,24620,42156,"1,064,060,000","3,905,000"
9,2005,"21,000 to 23,999",Orange,50850,12849,24263,40544,"1,142,871,000","5,931,000"
10,2005,"24,000 to 26,999",Orange,47655,13414,22924,39238,"1,213,681,000","7,666,000"
11,2005,"27,000 to 29,999",Orange,44462,13447,22756,36777,"1,266,344,000","9,802,000"
12,2005,"30,000 to 34,999",Orange,67124,21413,38918,54372,"2,177,139,000","22,133,000"
13,2005,"35,000 to 39,999",Orange,59952,20760,39498,47099,"2,245,318,000","28,513,000"
14,2005,"40,000 to 49,999",Orange,98825,38587,74977,77531,"4,424,495,000","72,119,000"
15,2005,"50,000 to 59,999",Orange,76797,35246,65490,61993,"4,207,872,000","84,878,000"
16,2005,"60,000 to 69,999",Orange,61935,32632,56470,51478,"4,013,711,000","95,289,000"
17,2005,"70,000 to 79,999",Orange,51166,30402,48408,44294,"3,829,048,000","101,280,000"
18,2005,"80,000 to 89,999",Orange,42255,28202,40954,39467,"3,585,136,000","102,725,000"
19,2005,"90,000 to 99,999",Orange,35250,25535,34555,34422,"3,344,620,000","104,597,000"
20,2005,"100,000 to 149,999",Orange,105320,84616,104382,110827,"12,761,295,000","496,528,000"
21,2005,"150,000 to 199,999",Orange,43700,37320,43522,48067,"7,493,945,000","374,558,000"
22,2005,"200,000 to 299,999",Orange,30185,25742,30052,33461,"7,235,446,000","427,187,000"
23,2005,"300,000 to 399,999",Orange,10796,9127,10753,11818,"3,710,818,000","252,838,000"
24,2005,"400,000 to 499,999",Orange,5575,4629,5542,5770,"2,479,428,000","181,061,000"
25,2005,"500,000 to 999,999",Orange,8902,7479,8835,9588,"6,040,761,000","470,150,000"
